"한국표준직업분류 개정7차","성별","경력구분","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년","2025 년",
"운송 관련 단순 노무직(92)","여","5~10년미만","전년도 연간특별급여","천원","1639","861","2541","2693","484","935",
"운송 관련 단순 노무직(92)","여","5~10년미만","총근로시간","시간","177.8","189.5","188.9","175.9","169.2","176.3",
"운송 관련 단순 노무직(92)","여","5~10년미만","근로자수","명","898","1459","1747","1100","1096","2373",
"운송 관련 단순 노무직(92)","여","10년이상","월임금총액","천원","2696","2599","2702","2885","3062","3261",
"운송 관련 단순 노무직(92)","여","10년이상","월급여액","천원","2450","2490","2619","2790","2926","3095",
"운송 관련 단순 노무직(92)","여","10년이상","전년도연간특별급여/12개월","천원","246","109","82","96","136","167",
"운송 관련 단순 노무직(92)","여","10년이상","전년도 연간특별급여","천원","2957","1309","990","1149","1633","2000",
"운송 관련 단순 노무직(92)","여","10년이상","총근로시간","시간","179","192.2","190.7","180","177.1","174.4",
"운송 관련 단순 노무직(92)","여","10년이상","근로자수","명","1143","1630","1289","3775","642","1247",
"하역 및 적재 단순 종사자(921)","전체","전경력","월임금총액","천원","2786","2915","3339","3340","3272","3490",
"하역 및 적재 단순 종사자(921)","전체","전경력","월급여액","천원","2492","2700","2998","3093","3046","3212",
"하역 및 적재 단순 종사자(921)","전체","전경력","전년도연간특별급여/12개월","천원","294","215","341","247","226","278",
"하역 및 적재 단순 종사자(921)","전체","전경력","전년도 연간특별급여","천원","3523","2582","4092","2960","2708","3331",
"하역 및 적재 단순 종사자(921)","전체","전경력","총근로시간","시간","175","194.3","191","184.1","173.1","178.7",
"하역 및 적재 단순 종사자(921)","전체","전경력","근로자수","명","48336","50338","48779","56091","64256","63967",
"하역 및 적재 단순 종사자(921)","전체","1년미만","월임금총액","천원","1979","2080","2283","2473","2570","2610",
"하역 및 적재 단순 종사자(921)","전체","1년미만","월급여액","천원","1961","2074","2273","2470","2561","2595",
"하역 및 적재 단순 종사자(921)","전체","1년미만","전년도연간특별급여/12개월","천원","18","7","10","3","10","15",
"하역 및 적재 단순 종사자(921)","전체","1년미만","전년도 연간특별급여","천원","215","81","116","37","119","185",
"하역 및 적재 단순 종사자(921)","전체","1년미만","총근로시간","시간","154.9","181.8","181.7","179.1","167.7","171",
"하역 및 적재 단순 종사자(921)","전체","1년미만","근로자수","명","8513","6450","5270","10265","14900","12382",
"하역 및 적재 단순 종사자(921)","전체","1~3년미만","월임금총액","천원","2429","2554","2852","2909","2866","2933",
"하역 및 적재 단순 종사자(921)","전체","1~3년미만","월급여액","천원","2311","2484","2715","2785","2746","2818",
"하역 및 적재 단순 종사자(921)","전체","1~3년미만","전년도연간특별급여/12개월","천원","118","70","137","124","120","115",
"하역 및 적재 단순 종사자(921)","전체","1~3년미만","전년도 연간특별급여","천원","1417","840","1643","1488","1439","1377",
"하역 및 적재 단순 종사자(921)","전체","1~3년미만","총근로시간","시간","180.4","195.1","193.6","181.1","171.6","172.8",
"하역 및 적재 단순 종사자(921)","전체","1~3년미만","근로자수","명","13172","11946","9487","13543","19274","13119",
"하역 및 적재 단순 종사자(921)","전체","3~5년미만","월임금총액","천원","2735","2787","3031","3389","3303","3452",
"하역 및 적재 단순 종사자(921)","전체","3~5년미만","월급여액","천원","2562","2667","2896","3161","3068","3187",
"하역 및 적재 단순 종사자(921)","전체","3~5년미만","전년도연간특별급여/12개월","천원","173","120","135","228","235","265",
"하역 및 적재 단순 종사자(921)","전체","3~5년미만","전년도 연간특별급여","천원","2075","1438","1624","2735","2824","3182",
"하역 및 적재 단순 종사자(921)","전체","3~5년미만","총근로시간","시간","186.5","202.1","198.1","186.1","177.1","186.2",
"하역 및 적재 단순 종사자(921)","전체","3~5년미만","근로자수","명","6251","9153","8403","5934","5810","8236",
"하역 및 적재 단순 종사자(921)","전체","5~10년미만","월임금총액","천원","2935","2940","3266","3599","3602","3672",
"하역 및 적재 단순 종사자(921)","전체","5~10년미만","월급여액","천원","2617","2793","3027","3314","3278","3354",
"하역 및 적재 단순 종사자(921)","전체","5~10년미만","전년도연간특별급여/12개월","천원","318","147","238","286","325","317",
"하역 및 적재 단순 종사자(921)","전체","5~10년미만","전년도 연간특별급여","천원","3810","1759","2862","3427","3894","3810",
"하역 및 적재 단순 종사자(921)","전체","5~10년미만","총근로시간","시간","181.3","198","196","186.7","174.5","180.9",
"하역 및 적재 단순 종사자(921)","전체","5~10년미만","근로자수","명","8013","9093","9917","10147","10703","13826",
"하역 및 적재 단순 종사자(921)","전체","10년이상","월임금총액","천원","3648","3693","4198","4069","4345","4465",
"하역 및 적재 단순 종사자(921)","전체","10년이상","월급여액","천원","2933","3144","3448","3583","3814","3887",
"하역 및 적재 단순 종사자(921)","전체","10년이상","전년도연간특별급여/12개월","천원","715","549","750","486","531","578",
"하역 및 적재 단순 종사자(921)","전체","10년이상","전년도 연간특별급여","천원","8578","6591","9003","5833","6369","6941",
"하역 및 적재 단순 종사자(921)","전체","10년이상","총근로시간","시간","173.3","191.9","185.4","187.5","178.2","183.5",
"하역 및 적재 단순 종사자(921)","전체","10년이상","근로자수","명","12388","13696","15702","16201","13570","16404",
"하역 및 적재 단순 종사자(921)","남","전경력","월임금총액","천원","2848","3023","3454","3487","3353","3632",
"하역 및 적재 단순 종사자(921)","남","전경력","월급여액","천원","2532","2778","3078","3204","3102","3306",
"하역 및 적재 단순 종사자(921)","남","전경력","전년도연간특별급여/12개월","천원","315","244","376","284","251","325",
"하역 및 적재 단순 종사자(921)","남","전경력","전년도 연간특별급여","천원","3784","2934","4511","3403","3011","3906",
"하역 및 적재 단순 종사자(921)","남","전경력","총근로시간","시간","174.8","195.7","190.9","185","173.4","180.7",
"하역 및 적재 단순 종사자(921)","남","전경력","근로자수","명","43228","42687","42270","45559","56579","52272",
"하역 및 적재 단순 종사자(921)","남","1년미만","월임금총액","천원","2003","2127","2320","2547","2622","2688",
"하역 및 적재 단순 종사자(921)","남","1년미만","월급여액","천원","1983","2119","2310","2543","2610","2666",
"하역 및 적재 단순 종사자(921)","남","1년미만","전년도연간특별급여/12개월","천원","20","8","10","4","12","22",
"하역 및 적재 단순 종사자(921)","남","1년미만","전년도 연간특별급여","천원","236","97","121","45","146","259",
"하역 및 적재 단순 종사자(921)","남","1년미만","총근로시간","시간","155.1","184.7","181.6","180.5","169.1","176.3",
"하역 및 적재 단순 종사자(921)","남","1년미만","근로자수","명","7615","5211","4511","8070","11955","8242",
"하역 및 적재 단순 종사자(921)","남","1~3년미만","월임금총액","천원","2470","2610","2900","2967","2872","2924",
"하역 및 적재 단순 종사자(921)","남","1~3년미만","월급여액","천원","2337","2533","2757","2829","2743","2795",
"하역 및 적재 단순 종사자(921)","남","1~3년미만","전년도연간특별급여/12개월","천원","133","77","143","138","129","128",
"하역 및 적재 단순 종사자(921)","남","1~3년미만","전년도 연간특별급여","천원","1592","930","1710","1653","1548","1542",
"하역 및 적재 단순 종사자(921)","남","1~3년미만","총근로시간","시간","179.4","195.8","194.3","180.9","170.5","171.6",
"하역 및 적재 단순 종사자(921)","남","1~3년미만","근로자수","명","11094","9997","8236","10463","17011","10550",
"하역 및 적재 단순 종사자(921)","남","3~5년미만","월임금총액","천원","2784","2885","3140","3477","3410","3545",
"하역 및 적재 단순 종사자(921)","남","3~5년미만","월급여액","천원","2605","2747","2992","3230","3134","3246",
"하역 및 적재 단순 종사자(921)","남","3~5년미만","전년도연간특별급여/12개월","천원","178","138","148","247","276","299",
"하역 및 적재 단순 종사자(921)","남","3~5년미만","전년도 연간특별급여","천원","2138","1656","1777","2959","3309","3583",
"하역 및 적재 단순 종사자(921)","남","3~5년미만","총근로시간","시간","188.6","205.6","198.5","186.1","178.7","190.4",
"하역 및 적재 단순 종사자(921)","남","3~5년미만","근로자수","명","5598","7495","6700","5166","4727","6670",
"하역 및 적재 단순 종사자(921)","남","5~10년미만","월임금총액","천원","2999","3028","3355","3652","3665","3788",
"하역 및 적재 단순 종사자(921)","남","5~10년미만","월급여액","천원","2661","2867","3114","3365","3315","3423",
"하역 및 적재 단순 종사자(921)","남","5~10년미만","전년도연간특별급여/12개월","천원","338","161","241","287","350","365",
"하역 및 적재 단순 종사자(921)","남","5~10년미만","전년도 연간특별급여","천원","4058","1926","2894","3449","4196","4379",
"하역 및 적재 단순 종사자(921)","남","5~10년미만","총근로시간","시간","181.8","199.5","196.6","187.2","174.8","181.7",
"하역 및 적재 단순 종사자(921)","남","5~10년미만","근로자수","명","7184","7679","8288","9224","9817","11521",
"하역 및 적재 단순 종사자(921)","남","10년이상","월임금총액","천원","3691","3818","4320","4404","4392","4550",
"하역 및 적재 단순 종사자(921)","남","10년이상","월급여액","천원","2960","3221","3517","3808","3847","3942",
"하역 및 적재 단순 종사자(921)","남","10년이상","전년도연간특별급여/12개월","천원","731","598","804","595","545","607",
"하역 및 적재 단순 종사자(921)","남","10년이상","전년도 연간특별급여","천원","8777","7170","9642","7145","6539","7287",
"하역 및 적재 단순 종사자(921)","남","10년이상","총근로시간","시간","172.6","191.9","185.1","189.4","178.1","184.3",
"하역 및 적재 단순 종사자(921)","남","10년이상","근로자수","명","11736","12305","14534","12637","13070","15289",
"하역 및 적재 단순 종사자(921)","여","전경력","월임금총액","천원","2259","2317","2592","2701","2675","2856",
"하역 및 적재 단순 종사자(921)","여","전경력","월급여액","천원","2150","2265","2477","2615","2635","2792",
"하역 및 적재 단순 종사자(921)","여","전경력","전년도연간특별급여/12개월","천원","109","52","114","87","40","64",
"하역 및 적재 단순 종사자(921)","여","전경력","전년도 연간특별급여","천원","1309","622","1370","1043","477","764",
"하역 및 적재 단순 종사자(921)","여","전경력","총근로시간","시간","176.5","186.6","191.4","180.1","170.5","169.7",
"하역 및 적재 단순 종사자(921)","여","전경력","근로자수","명","5108","7652","6509","10531","7677","11695",
"하역 및 적재 단순 종사자(921)","여","1년미만","월임금총액","천원","1773","1885","2062","2203","2360","2454",
"하역 및 적재 단순 종사자(921)","여","1년미만","월급여액","천원","1770","1884","2055","2202","2360","2451",
"하역 및 적재 단순 종사자(921)","여","1년미만","전년도연간특별급여/12개월","천원","4","1","7","1","1","3",
"하역 및 적재 단순 종사자(921)","여","1년미만","전년도 연간특별급여","천원","43","16","86","8","12","36",
"하역 및 적재 단순 종사자(921)","여","1년미만","총근로시간","시간","153.7","169.6","182.8","174","162.1","160.5",
"하역 및 적재 단순 종사자(921)","여","1년미만","근로자수","명","898","1239","758","2195","2945","4140",
"하역 및 적재 단순 종사자(921)","여","1~3년미만","월임금총액","천원","2213","2267","2536","2712","2820","2971",
"하역 및 적재 단순 종사자(921)","여","1~3년미만","월급여액","천원","2173","2235","2436","2635","2768","2912",
"하역 및 적재 단순 종사자(921)","여","1~3년미만","전년도연간특별급여/12개월","천원","40","32","100","77","52","58",
"하역 및 적재 단순 종사자(921)","여","1~3년미만","전년도 연간특별급여","천원","485","381","1205","926","625","701",
"하역 및 적재 단순 종사자(921)","여","1~3년미만","총근로시간","시간","185.8","191.6","189.7","181.7","179.2","177.7",
"하역 및 적재 단순 종사자(921)","여","1~3년미만","근로자수","명","2078","1948","1251","3079","2263","2569",
"하역 및 적재 단순 종사자(921)","여","3~5년미만","월임금총액","천원","2319","2347","2601","2800","2835","3059",
"하역 및 적재 단순 종사자(921)","여","3~5년미만","월급여액","천원","2191","2309","2516","2698","2777","2935",
"하역 및 적재 단순 종사자(921)","여","3~5년미만","전년도연간특별급여/12개월","천원","128","38","85","102","59","123",
"하역 및 적재 단순 종사자(921)","여","3~5년미만","전년도 연간특별급여","천원","1537","453","1020","1225","706","1477",
"하역 및 적재 단순 종사자(921)","여","3~5년미만","총근로시간","시간","168.9","186","196.4","185.9","169.7","168.7",
"하역 및 적재 단순 종사자(921)","여","3~5년미만","근로자수","명","653","1658","1703","768","1083","1566",
"하역 및 적재 단순 종사자(921)","여","5~10년미만","월임금총액","천원","2378","2464","2809","3071","2904","3091",
"하역 및 적재 단순 종사자(921)","여","5~10년미만","월급여액","천원","2239","2393","2585","2805","2858","3011",
"하역 및 적재 단순 종사자(921)","여","5~10년미만","전년도연간특별급여/12개월","천원","139","71","225","267","46","80",
"하역 및 적재 단순 종사자(921)","여","5~10년미만","전년도 연간특별급여","천원","1667","853","2697","3200","552","963",
"하역 및 적재 단순 종사자(921)","여","5~10년미만","총근로시간","시간","176.7","190","192.9","181.5","170.8","177",
"하역 및 적재 단순 종사자(921)","여","5~10년미만","근로자수","명","829","1415","1629","923","886","2305",
"하역 및 적재 단순 종사자(921)","여","10년이상","월임금총액","천원","2861","2585","2677","2882","3116","3308",
"하역 및 적재 단순 종사자(921)","여","10년이상","월급여액","천원","2444","2463","2590","2784","2957","3125",
"하역 및 적재 단순 종사자(921)","여","10년이상","전년도연간특별급여/12개월","천원","417","122","87","99","160","183",
"하역 및 적재 단순 종사자(921)","여","10년이상","전년도 연간특별급여","천원","5000","1467","1043","1182","1916","2198",
"하역 및 적재 단순 종사자(921)","여","10년이상","총근로시간","시간","185.8","191.9","189.4","180.9","181.5","171.7",
"하역 및 적재 단순 종사자(921)","여","10년이상","근로자수","명","651","1391","1169","3565","500","1115",
"배달원(922)","전체","전경력","월임금총액","천원","2543","2563","2801","2901","2783","2908",
"배달원(922)","전체","전경력","월급여액","천원","2459","2496","2718","2678","2658","2745",
"배달원(922)","전체","전경력","전년도연간특별급여/12개월","천원","84","67","83","223","125","163",
"배달원(922)","전체","전경력","전년도 연간특별급여","천원","1004","805","992","2679","1500","1954",
"배달원(922)","전체","전경력","총근로시간","시간","189.4","185.9","174.2","176.3","166.9","170",
"배달원(922)","전체","전경력","근로자수","명","33009","28234","27590","21722","20909","18815",
"배달원(922)","전체","1년미만","월임금총액","천원","2106","2108","2238","2234","2391","2451",
"배달원(922)","전체","1년미만","월급여액","천원","2095","2101","2235","2230","2384","2450",
"배달원(922)","전체","1년미만","전년도연간특별급여/12개월","천원","10","7","3","4","6","2",
"배달원(922)","전체","1년미만","전년도 연간특별급여","천원","124","84","40","53","76","20",
"배달원(922)","전체","1년미만","총근로시간","시간","181","171.5","164.2","164.1","166","169.8",
"배달원(922)","전체","1년미만","근로자수","명","6157","4414","3405","2228","3504","2430",
"배달원(922)","전체","1~3년미만","월임금총액","천원","2384","2516","2726","2590","2487","2529",
"배달원(922)","전체","1~3년미만","월급여액","천원","2332","2464","2622","2484","2437","2452",
"배달원(922)","전체","1~3년미만","전년도연간특별급여/12개월","천원","52","52","104","106","49","77",
"배달원(922)","전체","1~3년미만","전년도 연간특별급여","천원","620","626","1245","1272","591","920",
"배달원(922)","전체","1~3년미만","총근로시간","시간","187.6","188.3","168","173","167.7","171.6",
"배달원(922)","전체","1~3년미만","근로자수","명","8353","6684","6894","6154","5906","4996",
"배달원(922)","전체","3~5년미만","월임금총액","천원","2611","2663","2850","2744","2698","2901",
"배달원(922)","전체","3~5년미만","월급여액","천원","2510","2609","2778","2647","2581","2750",
"배달원(922)","전체","3~5년미만","전년도연간특별급여/12개월","천원","102","55","72","98","117","151",
"배달원(922)","전체","3~5년미만","전년도 연간특별급여","천원","1221","658","866","1172","1406","1816",
"배달원(922)","전체","3~5년미만","총근로시간","시간","199.7","183.6","182.2","180.5","159.6","167.3",
"배달원(922)","전체","3~5년미만","근로자수","명","4891","3935","3891","4915","2901","3210",
"배달원(922)","전체","5~10년미만","월임금총액","천원","2790","2860","2909","3055","3024","3118",
"배달원(922)","전체","5~10년미만","월급여액","천원","2664","2741","2832","2782","2877","2945",
"배달원(922)","전체","5~10년미만","전년도연간특별급여/12개월","천원","127","119","76","273","147","173",
"배달원(922)","전체","5~10년미만","전년도 연간특별급여","천원","1518","1425","917","3281","1764","2077",
"배달원(922)","전체","5~10년미만","총근로시간","시간","188.5","194.5","178.3","176.4","174.1","171.6",
"배달원(922)","전체","5~10년미만","근로자수","명","4263","4594","4889","3153","3773","3268",
"배달원(922)","전체","10년이상","월임금총액","천원","2824","2628","3002","3602","3294","3382",
"배달원(922)","전체","10년이상","월급여액","천원","2692","2541","2896","3062","3002","3051",
"배달원(922)","전체","10년이상","전년도연간특별급여/12개월","천원","132","88","106","540","292","331",
"배달원(922)","전체","10년이상","전년도 연간특별급여","천원","1580","1051","1270","6477","3499","3972",
"배달원(922)","전체","10년이상","총근로시간","시간","191.5","187.8","177.2","181.2","165.5","169.1",
"배달원(922)","전체","10년이상","근로자수","명","9345","8606","8512","5272","4825","4911",
"배달원(922)","남","전경력","월임금총액","천원","2546","2565","2813","2935","2812","2945",
"배달원(922)","남","전경력","월급여액","천원","2461","2498","2731","2702","2682","2776",
"배달원(922)","남","전경력","전년도연간특별급여/12개월","천원","85","67","83","233","130","170",
"배달원(922)","남","전경력","전년도 연간특별급여","천원","1017","805","990","2793","1563","2036",
"배달원(922)","남","전경력","총근로시간","시간","189.7","185.9","174.6","177","167.6","170.3",
"배달원(922)","남","전경력","근로자수","명","32339","27787","26841","20621","19869","17905",
"배달원(922)","남","1년미만","월임금총액","천원","2108","2110","2250","2249","2406","2487",
"배달원(922)","남","1년미만","월급여액","천원","2097","2103","2247","2245","2400","2485",
"배달원(922)","남","1년미만","전년도연간특별급여/12개월","천원","10","7","3","3","6","2",
"배달원(922)","남","1년미만","전년도 연간특별급여","천원","125","83","42","40","78","21",
"배달원(922)","남","1년미만","총근로시간","시간","181.1","171.5","164.7","164.6","165.6","170.7",
"배달원(922)","남","1년미만","근로자수","명","6105","4364","3251","2134","3410","2282",
"배달원(922)","남","1~3년미만","월임금총액","천원","2386","2518","2747","2633","2510","2574",
"배달원(922)","남","1~3년미만","월급여액","천원","2334","2468","2640","2523","2458","2495",
"배달원(922)","남","1~3년미만","전년도연간특별급여/12개월","천원","52","50","106","110","52","79",
"배달원(922)","남","1~3년미만","전년도 연간특별급여","천원","621","604","1276","1318","623","952",
"배달원(922)","남","1~3년미만","총근로시간","시간","187.7","188.4","168.6","173.4","168.8","172.3",
"배달원(922)","남","1~3년미만","근로자수","명","8322","6613","6662","5686","5598","4580",
"배달원(922)","남","3~5년미만","월임금총액","천원","2613","2668","2858","2764","2755","2941",
"배달원(922)","남","3~5년미만","월급여액","천원","2511","2614","2797","2666","2631","2783",
"배달원(922)","남","3~5년미만","전년도연간특별급여/12개월","천원","102","55","61","99","124","157",
"배달원(922)","남","3~5년미만","전년도 연간특별급여","천원","1222","657","730","1186","1492","1889",
"배달원(922)","남","3~5년미만","총근로시간","시간","199.8","183.9","183","180.9","161.4","168.7",
"배달원(922)","남","3~5년미만","근로자수","명","4865","3894","3767","4764","2615","3065",
"배달원(922)","남","5~10년미만","월임금총액","천원","2797","2865","2921","3096","3067","3133",
"배달원(922)","남","5~10년미만","월급여액","천원","2670","2746","2843","2807","2912","2956",
"배달원(922)","남","5~10년미만","전년도연간특별급여/12개월","천원","127","119","77","289","155","177",
"배달원(922)","남","5~10년미만","전년도 연간특별급여","천원","1522","1428","930","3473","1857","2122",
"배달원(922)","남","5~10년미만","총근로시간","시간","188.4","194.7","179.3","178.1","174.8","172",
"배달원(922)","남","5~10년미만","근로자수","명","4193","4549","4770","2976","3564","3200",
"배달원(922)","남","10년이상","월임금총액","천원","2843","2627","3002","3629","3307","3397",
"배달원(922)","남","10년이상","월급여액","천원","2705","2538","2896","3069","3008","3057",
"배달원(922)","남","10년이상","전년도연간특별급여/12개월","천원","138","89","107","560","299","339",
"배달원(922)","남","10년이상","전년도 연간특별급여","천원","1654","1070","1281","6722","3586","4073",
"배달원(922)","남","10년이상","총근로시간","시간","192.7","187.7","176.8","181.9","165.7","168.3",
"배달원(922)","남","10년이상","근로자수","명","8853","8367","8392","5061","4683","4779",
"배달원(922)","여","전경력","월임금총액","천원","2391","2453","2353","2275","2228","2167",
"배달원(922)","여","전경력","월급여액","천원","2360","2383","2263","2229","2203","2138",
"배달원(922)","여","전경력","전년도연간특별급여/12개월","천원","31","70","90","46","25","29",
"배달원(922)","여","전경력","전년도 연간특별급여","천원","368","836","1077","551","297","349",
"배달원(922)","여","전경력","총근로시간","시간","173.3","182.9","158.8","162.6","154.5","162.4",
"배달원(922)","여","전경력","근로자수","명","670","447","749","1100","1040","910",
"배달원(922)","여","1년미만","월임금총액","천원","1855","1932","1981","1905","1828","1896",
"배달원(922)","여","1년미만","월급여액","천원","1855","1913","1981","1876","1828","1895",
"배달원(922)","여","1년미만","전년도연간특별급여/12개월","천원","0","20","0","29","0","1",
"배달원(922)","여","1년미만","전년도 연간특별급여","천원","0","235","0","344","0","6",
"배달원(922)","여","1년미만","총근로시간","시간","179.5","168.1","153.2","153","182.7","156.6",
"배달원(922)","여","1년미만","근로자수","명","52","51","154","94","94","148",
"배달원(922)","여","1~3년미만","월임금총액","천원","1967","2296","2132","2066","2054","2037",
"배달원(922)","여","1~3년미만","월급여액","천원","1956","2075","2102","2007","2053","1990",
"배달원(922)","여","1~3년미만","전년도연간특별급여/12개월","천원","11","220","30","59","1","47",
"배달원(922)","여","1~3년미만","전년도 연간특별급여","천원","138","2642","358","712","11","561",
"배달원(922)","여","1~3년미만","총근로시간","시간","169.8","178.2","152.2","168.3","147.9","163.6",
"배달원(922)","여","1~3년미만","근로자수","명","31","72","232","468","308","416",
"배달원(922)","여","3~5년미만","월임금총액","천원","2271","2204","2596","2113","2174","2068",
"배달원(922)","여","3~5년미만","월급여액","천원","2181","2143","2180","2054","2123","2045",
"배달원(922)","여","3~5년미만","전년도연간특별급여/12개월","천원","90","61","415","60","51","23",
"배달원(922)","여","3~5년미만","전년도 연간특별급여","천원","1076","727","4984","718","612","277",
"배달원(922)","여","3~5년미만","총근로시간","시간","182.3","152.9","157","168.2","143.1","137.8",
"배달원(922)","여","3~5년미만","근로자수","명","26","41","124","152","286","146",
"배달원(922)","여","5~10년미만","월임금총액","천원","2406","2317","2419","2370","2302","2413",
"배달원(922)","여","5~10년미만","월급여액","천원","2296","2224","2386","2366","2286","2413",
"배달원(922)","여","5~10년미만","전년도연간특별급여/12개월","천원","109","93","33","4","16","0",
"배달원(922)","여","5~10년미만","전년도 연간특별급여","천원","1313","1114","397","44","193","0",
"배달원(922)","여","5~10년미만","총근로시간","시간","191.2","174.8","134.7","146.5","162.5","152",
"배달원(922)","여","5~10년미만","근로자수","명","69","45","118","177","210","68",
"배달원(922)","여","10년이상","월임금총액","천원","2478","2679","2939","2939","2871","2862",
"배달원(922)","여","10년이상","월급여액","천원","2457","2647","2900","2890","2818","2835",
"배달원(922)","여","10년이상","전년도연간특별급여/12개월","천원","21","32","39","49","53","27",
"배달원(922)","여","10년이상","전년도 연간특별급여","천원","252","387","472","593","633","327",
"배달원(922)","여","10년이상","총근로시간","시간","169.9","194.1","204.1","163.9","161.4","198",
"배달원(922)","여","10년이상","근로자수","명","492","238","120","210","142","132",
"제조 관련 단순 노무직(93)","전체","전경력","월임금총액","천원","2347","2416","2613","2781","2863","2937",
"제조 관련 단순 노무직(93)","전체","전경력","월급여액","천원","2201","2295","2465","2616","2663","2758",
"제조 관련 단순 노무직(93)","전체","전경력","전년도연간특별급여/12개월","천원","146","121","149","165","200","179",
"제조 관련 단순 노무직(93)","전체","전경력","전년도 연간특별급여","천원","1753","1455","1786","1985","2395","2144",
"제조 관련 단순 노무직(93)","전체","전경력","총근로시간","시간","178.4","189","176.9","183.9","170.5","170.4",
"제조 관련 단순 노무직(93)","전체","전경력","근로자수","명","351414","326511","315256","341824","342366","333398",
"제조 관련 단순 노무직(93)","전체","1년미만","월임금총액","천원","1945","2111","2250","2400","2429","2419",
"제조 관련 단순 노무직(93)","전체","1년미만","월급여액","천원","1938","2103","2240","2388","2421","2413",
"제조 관련 단순 노무직(93)","전체","1년미만","전년도연간특별급여/12개월","천원","7","8","10","12","8","6",
"제조 관련 단순 노무직(93)","전체","1년미만","전년도 연간특별급여","천원","84","92","124","144","94","68",
"제조 관련 단순 노무직(93)","전체","1년미만","총근로시간","시간","170.5","184.7","172.8","180.5","167.4","164.8",
"제조 관련 단순 노무직(93)","전체","1년미만","근로자수","명","51114","51542","48956","66628","54022","47074",
"제조 관련 단순 노무직(93)","전체","1~3년미만","월임금총액","천원","2235","2328","2504","2680","2678","2687",
"제조 관련 단순 노무직(93)","전체","1~3년미만","월급여액","천원","2129","2258","2415","2556","2564","2602",
"제조 관련 단순 노무직(93)","전체","1~3년미만","전년도연간특별급여/12개월","천원","106","70","89","124","115","85",
"제조 관련 단순 노무직(93)","전체","1~3년미만","전년도 연간특별급여","천원","1269","846","1074","1487","1375","1024",
"제조 관련 단순 노무직(93)","전체","1~3년미만","총근로시간","시간","181.5","194.7","177.7","187.5","171.5","171",
"제조 관련 단순 노무직(93)","전체","1~3년미만","근로자수","명","93915","78814","68382","76020","88499","89116",
"제조 관련 단순 노무직(93)","전체","3~5년미만","월임금총액","천원","2331","2337","2545","2793","2783","2869",
"제조 관련 단순 노무직(93)","전체","3~5년미만","월급여액","천원","2189","2249","2429","2620","2615","2705",
"제조 관련 단순 노무직(93)","전체","3~5년미만","전년도연간특별급여/12개월","천원","141","88","116","173","167","164",
"제조 관련 단순 노무직(93)","전체","3~5년미만","전년도 연간특별급여","천원","1695","1058","1395","2072","2008","1969",
"제조 관련 단순 노무직(93)","전체","3~5년미만","총근로시간","시간","181.7","188.4","180.2","185.5","169.6","172.4",
"제조 관련 단순 노무직(93)","전체","3~5년미만","근로자수","명","59053","58043","59548","48491","47850","51662",
"제조 관련 단순 노무직(93)","전체","5~10년미만","월임금총액","천원","2402","2453","2641","2774","2888","3017",
"제조 관련 단순 노무직(93)","전체","5~10년미만","월급여액","천원","2224","2300","2472","2603","2680","2809",
"제조 관련 단순 노무직(93)","전체","5~10년미만","전년도연간특별급여/12개월","천원","178","153","169","172","208","208",
"제조 관련 단순 노무직(93)","전체","5~10년미만","전년도 연간특별급여","천원","2136","1831","2028","2062","2500","2491",
"제조 관련 단순 노무직(93)","전체","5~10년미만","총근로시간","시간","176.3","185","175.3","181.4","170.9","171.5",
"제조 관련 단순 노무직(93)","전체","5~10년미만","근로자수","명","64726","60318","65514","72468","66365","62038",
"제조 관련 단순 노무직(93)","전체","10년이상","월임금총액","천원","2694","2738","2991","3203","3352","3477",
"제조 관련 단순 노무직(93)","전체","10년이상","월급여액","천원","2437","2490","2685","2877","2933","3114",
"제조 관련 단순 노무직(93)","전체","10년이상","전년도연간특별급여/12개월","천원","257","248","306","326","420","363",
"제조 관련 단순 노무직(93)","전체","10년이상","전년도 연간특별급여","천원","3078","2980","3673","3911","5036","4359",
"제조 관련 단순 노무직(93)","전체","10년이상","총근로시간","시간","179.2","189.7","177.8","184.7","171.6","171",
"제조 관련 단순 노무직(93)","전체","10년이상","근로자수","명","82606","77794","72856","78218","85630","83508",
"제조 관련 단순 노무직(93)","남","전경력","월임금총액","천원","2615","2607","2820","3009","3020","3084",
"제조 관련 단순 노무직(93)","남","전경력","월급여액","천원","2425","2469","2657","2816","2813","2890",
"제조 관련 단순 노무직(93)","남","전경력","전년도연간특별급여/12개월","천원","191","137","163","193","208","194",
"제조 관련 단순 노무직(93)","남","전경력","전년도 연간특별급여","천원","2286","1647","1961","2317","2492","2328",
"제조 관련 단순 노무직(93)","남","전경력","총근로시간","시간","187.3","192.4","181.7","188","172.7","173.1",
"제조 관련 단순 노무직(93)","남","전경력","근로자수","명","187525","170479","160638","183599","183975","176580",
"제조 관련 단순 노무직(93)","남","1년미만","월임금총액","천원","2210","2359","2480","2582","2552","2510",
"제조 관련 단순 노무직(93)","남","1년미만","월급여액","천원","2200","2350","2466","2567","2542","2504",
"제조 관련 단순 노무직(93)","남","1년미만","전년도연간특별급여/12개월","천원","10","9","15","15","10","6",
"제조 관련 단순 노무직(93)","남","1년미만","전년도 연간특별급여","천원","122","108","176","177","116","68",
