"한국표준직업분류 개정7차","성별","경력구분","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년","2025 년",
"제조 관련 단순 노무직(93)","남","1년미만","총근로시간","시간","188.7","190.1","179.3","186.3","170.4","167.4",
"제조 관련 단순 노무직(93)","남","1년미만","근로자수","명","28146","29415","28435","42798","34130","27600",
"제조 관련 단순 노무직(93)","남","1~3년미만","월임금총액","천원","2448","2459","2691","2896","2806","2819",
"제조 관련 단순 노무직(93)","남","1~3년미만","월급여액","천원","2319","2388","2583","2740","2679","2727",
"제조 관련 단순 노무직(93)","남","1~3년미만","전년도연간특별급여/12개월","천원","129","71","107","156","127","93",
"제조 관련 단순 노무직(93)","남","1~3년미만","전년도 연간특별급여","천원","1546","850","1288","1876","1523","1111",
"제조 관련 단순 노무직(93)","남","1~3년미만","총근로시간","시간","191.4","199.5","184.1","192.4","174.9","175.6",
"제조 관련 단순 노무직(93)","남","1~3년미만","근로자수","명","52700","46888","38116","42308","53390","56439",
"제조 관련 단순 노무직(93)","남","3~5년미만","월임금총액","천원","2557","2487","2714","2975","2991","3095",
"제조 관련 단순 노무직(93)","남","3~5년미만","월급여액","천원","2390","2398","2600","2779","2788","2887",
"제조 관련 단순 노무직(93)","남","3~5년미만","전년도연간특별급여/12개월","천원","167","89","114","196","203","208",
"제조 관련 단순 노무직(93)","남","3~5년미만","전년도 연간특별급여","천원","2008","1063","1373","2355","2436","2498",
"제조 관련 단순 노무직(93)","남","3~5년미만","총근로시간","시간","190.8","191.2","185.5","187.2","170.9","177.3",
"제조 관련 단순 노무직(93)","남","3~5년미만","근로자수","명","32829","30250","30782","27519","25329","25815",
"제조 관련 단순 노무직(93)","남","5~10년미만","월임금총액","천원","2671","2602","2804","3033","3145","3270",
"제조 관련 단순 노무직(93)","남","5~10년미만","월급여액","천원","2430","2415","2623","2807","2885","3009",
"제조 관련 단순 노무직(93)","남","5~10년미만","전년도연간특별급여/12개월","천원","241","187","181","227","260","261",
"제조 관련 단순 노무직(93)","남","5~10년미만","전년도 연간특별급여","천원","2887","2244","2173","2720","3122","3129",
"제조 관련 단순 노무직(93)","남","5~10년미만","총근로시간","시간","181.1","186.8","177.3","185.7","172.5","173.1",
"제조 관련 단순 노무직(93)","남","5~10년미만","근로자수","명","30332","27296","31762","32745","31382","28950",
"제조 관련 단순 노무직(93)","남","10년이상","월임금총액","천원","3086","3098","3403","3617","3630","3751",
"제조 관련 단순 노무직(93)","남","10년이상","월급여액","천원","2721","2769","3008","3214","3183","3328",
"제조 관련 단순 노무직(93)","남","10년이상","전년도연간특별급여/12개월","천원","365","329","395","402","448","422",
"제조 관련 단순 노무직(93)","남","10년이상","전년도 연간특별급여","천원","4375","3942","4742","4827","5372","5066",
"제조 관련 단순 노무직(93)","남","10년이상","총근로시간","시간","183","190.5","181.8","187.3","173","170.8",
"제조 관련 단순 노무직(93)","남","10년이상","근로자수","명","43518","36629","31544","38229","39744","37776",
"제조 관련 단순 노무직(93)","여","전경력","월임금총액","천원","2041","2208","2398","2516","2680","2770",
"제조 관련 단순 노무직(93)","여","전경력","월급여액","천원","1945","2104","2265","2383","2490","2609",
"제조 관련 단순 노무직(93)","여","전경력","전년도연간특별급여/12개월","천원","95","104","134","133","190","161",
"제조 관련 단순 노무직(93)","여","전경력","전년도 연간특별급여","천원","1143","1245","1605","1599","2282","1937",
"제조 관련 단순 노무직(93)","여","전경력","총근로시간","시간","168.3","185.3","172","179.2","167.9","167.4",
"제조 관련 단순 노무직(93)","여","전경력","근로자수","명","163889","156032","154618","158225","158391","156818",
"제조 관련 단순 노무직(93)","여","1년미만","월임금총액","천원","1621","1782","1931","2073","2218","2290",
"제조 관련 단순 노무직(93)","여","1년미만","월급여액","천원","1618","1776","1926","2066","2214","2285",
"제조 관련 단순 노무직(93)","여","1년미만","전년도연간특별급여/12개월","천원","3","6","4","7","5","6",
"제조 관련 단순 노무직(93)","여","1년미만","전년도 연간특별급여","천원","38","71","52","85","58","68",
"제조 관련 단순 노무직(93)","여","1년미만","총근로시간","시간","148.2","177.6","163.7","170","162.4","161.3",
"제조 관련 단순 노무직(93)","여","1년미만","근로자수","명","22967","22127","20521","23831","19892","19474",
"제조 관련 단순 노무직(93)","여","1~3년미만","월임금총액","천원","1962","2137","2269","2408","2483","2459",
"제조 관련 단순 노무직(93)","여","1~3년미만","월급여액","천원","1885","2067","2202","2325","2387","2386",
"제조 관련 단순 노무직(93)","여","1~3년미만","전년도연간특별급여/12개월","천원","76","70","67","83","96","73",
"제조 관련 단순 노무직(93)","여","1~3년미만","전년도 연간특별급여","천원","915","839","804","998","1149","874",
"제조 관련 단순 노무직(93)","여","1~3년미만","총근로시간","시간","168.7","187.6","169.6","181.3","166.3","162.9",
"제조 관련 단순 노무직(93)","여","1~3년미만","근로자수","명","41215","31926","30266","33712","35109","32677",
"제조 관련 단순 노무직(93)","여","3~5년미만","월임금총액","천원","2047","2174","2364","2554","2549","2643",
"제조 관련 단순 노무직(93)","여","3~5년미만","월급여액","천원","1939","2086","2246","2412","2421","2523",
"제조 관련 단순 노무직(93)","여","3~5년미만","전년도연간특별급여/12개월","천원","109","88","118","142","127","120",
"제조 관련 단순 노무직(93)","여","3~5년미만","전년도 연간특별급여","천원","1304","1052","1419","1700","1526","1439",
"제조 관련 단순 노무직(93)","여","3~5년미만","총근로시간","시간","170.3","185.3","174.6","183.3","168.2","167.4",
"제조 관련 단순 노무직(93)","여","3~5년미만","근로자수","명","26224","27792","28767","20972","22522","25848",
"제조 관련 단순 노무직(93)","여","5~10년미만","월임금총액","천원","2164","2330","2487","2561","2657","2795",
"제조 관련 단순 노무직(93)","여","5~10년미만","월급여액","천원","2042","2205","2330","2434","2495","2634",
"제조 관련 단순 노무직(93)","여","5~10년미만","전년도연간특별급여/12개월","천원","123","124","158","127","162","161",
"제조 관련 단순 노무직(93)","여","5~10년미만","전년도 연간특별급여","천원","1474","1490","1892","1519","1942","1932",
"제조 관련 단순 노무직(93)","여","5~10년미만","총근로시간","시간","172","183.6","173.5","177.9","169.5","170.2",
"제조 관련 단순 노무직(93)","여","5~10년미만","근로자수","명","34394","33022","33752","39722","34983","33088",
"제조 관련 단순 노무직(93)","여","10년이상","월임금총액","천원","2257","2419","2677","2808","3112","3251",
"제조 관련 단순 노무직(93)","여","10년이상","월급여액","천원","2121","2242","2439","2555","2716","2936",
"제조 관련 단순 노무직(93)","여","10년이상","전년도연간특별급여/12개월","천원","136","177","238","253","395","315",
"제조 관련 단순 노무직(93)","여","10년이상","전년도 연간특별급여","천원","1634","2125","2857","3034","4745","3776",
"제조 관련 단순 노무직(93)","여","10년이상","총근로시간","시간","175","189","174.7","182.3","170.3","171.1",
"제조 관련 단순 노무직(93)","여","10년이상","근로자수","명","39088","41165","41312","39989","45886","45732",
"제조 관련 단순 종사자(930)","전체","전경력","월임금총액","천원","2347","2416","2613","2781","2863","2937",
"제조 관련 단순 종사자(930)","전체","전경력","월급여액","천원","2201","2295","2465","2616","2663","2758",
"제조 관련 단순 종사자(930)","전체","전경력","전년도연간특별급여/12개월","천원","146","121","149","165","200","179",
"제조 관련 단순 종사자(930)","전체","전경력","전년도 연간특별급여","천원","1753","1455","1786","1985","2395","2144",
"제조 관련 단순 종사자(930)","전체","전경력","총근로시간","시간","178.4","189","176.9","183.9","170.5","170.4",
"제조 관련 단순 종사자(930)","전체","전경력","근로자수","명","351414","326511","315256","341824","342366","333398",
"제조 관련 단순 종사자(930)","전체","1년미만","월임금총액","천원","1945","2111","2250","2400","2429","2419",
"제조 관련 단순 종사자(930)","전체","1년미만","월급여액","천원","1938","2103","2240","2388","2421","2413",
"제조 관련 단순 종사자(930)","전체","1년미만","전년도연간특별급여/12개월","천원","7","8","10","12","8","6",
"제조 관련 단순 종사자(930)","전체","1년미만","전년도 연간특별급여","천원","84","92","124","144","94","68",
"제조 관련 단순 종사자(930)","전체","1년미만","총근로시간","시간","170.5","184.7","172.8","180.5","167.4","164.8",
"제조 관련 단순 종사자(930)","전체","1년미만","근로자수","명","51114","51542","48956","66628","54022","47074",
"제조 관련 단순 종사자(930)","전체","1~3년미만","월임금총액","천원","2235","2328","2504","2680","2678","2687",
"제조 관련 단순 종사자(930)","전체","1~3년미만","월급여액","천원","2129","2258","2415","2556","2564","2602",
"제조 관련 단순 종사자(930)","전체","1~3년미만","전년도연간특별급여/12개월","천원","106","70","89","124","115","85",
"제조 관련 단순 종사자(930)","전체","1~3년미만","전년도 연간특별급여","천원","1269","846","1074","1487","1375","1024",
"제조 관련 단순 종사자(930)","전체","1~3년미만","총근로시간","시간","181.5","194.7","177.7","187.5","171.5","171",
"제조 관련 단순 종사자(930)","전체","1~3년미만","근로자수","명","93915","78814","68382","76020","88499","89116",
"제조 관련 단순 종사자(930)","전체","3~5년미만","월임금총액","천원","2331","2337","2545","2793","2783","2869",
"제조 관련 단순 종사자(930)","전체","3~5년미만","월급여액","천원","2189","2249","2429","2620","2615","2705",
"제조 관련 단순 종사자(930)","전체","3~5년미만","전년도연간특별급여/12개월","천원","141","88","116","173","167","164",
"제조 관련 단순 종사자(930)","전체","3~5년미만","전년도 연간특별급여","천원","1695","1058","1395","2072","2008","1969",
